date_key,product_key,warehouse_key,quantity_on_hand
47,82,2,0
47,63,4,452
47,86,5,0
47,105,3,572
47,1,4,386
47,27,4,331
47,100,5,497
47,108,1,214
47,98,5,99
47,10096,3,230
47,70,1,367
47,32,4,129
47,73,1,423
47,34,3,429
47,93,2,275
47,76,2,0
47,54,3,396
47,102,6,532
47,112,3,206
47,95,4,133
47,49,4,371
47,18,3,102
47,84,2,477
47,43,4,397
47,43,6,76
47,90,4,503
47,44,4,196
47,48,5,666
47,64,4,404
47,63,6,219
47,80,4,0
47,34,5,475
47,7,5,0
47,119,3,675
47,44,2,543
47,19,6,0
47,22,6,279
47,70,5,346
47,55,1,160
47,37,5,154
47,25,3,426
47,54,6,703
47,79,5,577
47,21,3,125
47,10118,1,482
47,92,3,192
47,107,5,297
47,47,4,286
47,67,4,647
47,18,5,388
47,21,2,218
47,77,1,274
48,9,4,730
48,71,6,0
48,45,1,612
48,42,2,118
48,84,4,227
48,111,3,564
48,57,3,463
48,10,6,373
48,33,6,548
48,105,1,399
48,46,4,153
48,102,2,0
48,63,2,568
48,87,5,430
48,25,1,323
48,42,1,509
48,83,1,463
48,101,4,235
48,15,5,442
48,29,5,526
48,112,2,666
48,35,5,298
48,8,3,165
48,10118,2,0
48,75,4,646
48,10096,5,386
48,119,2,137
48,63,5,285
48,82,1,161
48,27,6,117
48,92,1,336
48,87,6,210
48,99,5,74
48,29,3,77
48,98,3,513
48,17,6,893
48,60,1,282
48,36,3,456
48,3,1,254
48,99,6,314
48,115,1,236
48,78,2,319
48,40,6,105
48,58,3,0
48,85,4,420
48,6,4,292
48,61,6,164
48,5,1,102
48,5,2,70
48,27,5,531
48,120,4,379
48,27,3,418
48,8,6,375
48,14,4,0
48,85,5,511
48,87,4,53
48,77,3,429
48,45,5,519
48,103,5,0
48,51,5,216
48,37,1,506
48,10,5,159
48,15,2,230
48,56,1,501
48,119,1,491
48,91,2,285
48,35,1,130
48,76,1,671
48,108,5,375
48,112,4,115
48,26,4,448
48,97,5,261
48,81,1,252
48,31,2,137
48,107,2,469
48,105,3,519
48,98,5,99
48,70,1,367
48,83,2,1
48,12,4,281
48,19,5,0
48,61,4,60
48,32,4,129
48,39,2,7
48,34,3,429
48,40,1,545
48,93,2,275
48,76,2,0
48,54,3,396
48,102,6,532
48,10060,1,149
48,95,4,133
48,43,5,21
48,38,2,136
48,11,6,587
48,38,1,203
48,114,1,426
48,62,4,276
48,90,4,503
48,64,4,404
48,58,1,558
48,87,2,683
48,64,6,52
48,7,5,0
48,105,2,0
48,102,5,0
48,119,3,675
48,58,6,74
48,57,6,462
48,44,2,543
48,106,6,521
48,84,3,196
48,15,3,214
48,69,2,373
48,22,6,279
48,67,1,0
48,55,1,160
48,51,3,338
48,28,5,0
48,83,5,623
48,2,3,236
48,40,3,78
48,24,5,117
48,10096,2,746
48,10055,3,432
48,25,3,426
48,54,6,703
48,8,2,260
48,21,3,125
48,53,5,287
48,26,6,291
48,73,4,384
48,41,5,921
48,81,5,265
48,21,2,218
49,117,6,194
49,14,1,0
49,65,1,0
49,84,4,227
49,97,3,118
49,109,4,788
49,61,5,399
49,33,6,548
49,15,1,417
49,65,6,452
49,63,2,568
49,69,5,464
49,87,5,430
49,25,1,323
49,110,4,568
49,41,2,0
49,33,4,466
49,91,4,600
49,10096,4,363
49,4,6,339
49,113,4,774
49,100,3,615
49,26,2,166
49,55,5,122
49,66,5,300
49,83,1,463
49,116,6,197
49,75,2,131
49,40,4,0
49,10055,5,281
49,20,5,419
49,19,3,516
49,91,1,475
49,36,5,636
49,35,5,298
49,113,6,552
49,8,3,165
49,69,3,281
49,119,5,547
49,67,3,639
49,27,6,117
49,87,6,210
49,114,2,491
49,29,3,77
49,98,3,513
49,21,6,352
49,3,4,328
49,51,2,439
49,36,3,456
49,99,6,314
49,115,1,236
49,40,6,105
49,58,3,0
49,85,4,420
49,85,1,618
49,66,2,81
49,6,4,456
49,5,6,0
49,61,6,164
49,5,2,70
49,10,1,392
49,112,1,361
49,39,6,433
49,66,4,80
49,52,3,166
49,27,3,418
49,78,4,448
49,42,3,268
49,87,4,53
49,103,5,0
49,4,3,562
49,51,5,216
49,24,2,221
49,68,4,379
49,77,6,105
49,90,3,423
49,72,4,305
49,108,6,415
49,97,5,261
49,71,3,163
49,99,2,316
49,81,3,264
49,26,3,0
49,82,2,0
49,76,6,15
49,107,2,469
49,94,6,15
49,105,3,519
49,41,1,512
49,106,4,323
49,118,5,446
49,98,5,99
49,83,2,1
49,57,1,281
49,63,1,476
49,88,2,83
49,39,2,7
49,97,6,314
49,107,6,84
49,39,1,399
49,54,3,396
49,10060,1,149
49,43,5,140
49,78,1,236
49,38,2,136
49,11,6,587
49,84,2,477
49,114,1,426
49,103,4,247
49,85,6,0
49,90,4,503
49,44,4,196
49,10055,2,398
49,91,3,60
49,34,5,475
49,78,5,43
49,7,5,0
49,105,2,0
49,111,1,318
49,53,4,302
49,44,2,543
49,106,6,521
49,19,6,0
49,20,2,546
49,67,1,0
49,55,1,160
49,51,3,338
49,29,6,0
49,15,6,179
49,115,4,934
49,12,6,836
49,27,1,380
49,117,2,257
49,40,3,78
49,50,4,441
49,10096,2,746
49,10118,1,482
49,13,6,143
49,92,3,192
49,107,5,297
49,67,4,647
49,30,6,284
49,114,6,330
49,109,1,123
49,53,5,287
49,81,5,265
49,21,2,218
50,24,1,546
50,101,5,635
50,71,6,0
50,111,6,0
50,97,3,118
50,57,3,463
50,52,5,340
50,10,6,443
50,61,5,399
50,79,6,297
50,102,2,0
50,103,6,49
50,63,2,568
50,38,4,0
50,41,2,0
50,2,5,653
50,13,2,389
50,100,3,615
50,66,5,300
50,95,6,40
50,116,6,197
50,20,4,159
50,40,4,13
50,62,6,78
50,107,4,181
50,97,4,332
50,112,2,848
50,113,6,552
50,8,3,165
50,119,5,547
50,63,5,285
50,67,3,639
50,82,1,161
50,92,1,336
50,29,3,77
50,10060,6,379
50,19,4,781
50,99,6,314
50,60,5,219
50,115,1,126
50,85,4,420
50,64,3,186
50,5,6,0
50,35,3,346
50,66,4,80
50,27,3,418
50,59,1,335
50,8,6,375
50,88,4,314
50,103,5,0
50,51,5,216
50,37,1,506
50,98,2,355
50,76,4,103
50,108,2,311
50,26,4,448
50,54,1,546
50,108,6,415
50,81,1,252
50,81,3,264
50,82,2,0
50,63,4,452
50,94,3,527
50,107,2,469
50,94,6,15
50,107,3,73
50,7,2,663
50,108,1,214
50,19,5,0
50,73,1,423
50,39,2,7
50,40,1,545
50,76,2,0
50,102,6,532
50,120,1,840
50,88,1,214
50,30,1,64
50,84,2,477
50,43,4,397
50,114,1,426
50,43,6,76
50,62,4,276
50,10055,2,398
50,97,2,101
50,78,5,43
50,105,2,0
50,102,5,0
50,58,6,74
50,101,3,575
50,29,4,138
50,53,4,302
50,44,2,543
50,19,6,0
50,15,3,214
50,20,2,325
50,35,6,182
50,55,1,160
50,37,5,154
50,51,3,338
50,28,5,0
50,29,6,0
50,22,3,49
50,100,1,195
50,24,5,117
50,25,3,426
50,54,6,703
50,44,1,545
50,8,2,260
50,21,3,125
50,10118,1,482
50,9,1,587
50,109,1,123
50,18,5,388
50,10055,6,232
50,12,5,262
50,81,5,265
50,77,1,274
51,117,6,194
51,24,1,546
51,1,1,233
51,9,4,727
51,65,1,0
51,106,2,457
51,65,6,452
51,47,3,408
51,48,6,388
51,18,4,295
51,91,4,779
51,2,5,653
51,31,3,454
51,4,6,339
51,113,4,774
51,55,5,122
51,74,4,165
51,86,2,296
51,95,6,40
51,8,5,26
51,116,6,197
51,40,4,13
51,10055,5,281
51,62,6,78
51,86,4,154
51,97,4,332
51,91,1,475
51,93,5,0
51,112,2,848
51,113,6,552
51,84,6,442
51,8,3,165
51,10096,5,386
51,119,2,137
51,63,5,285
51,67,3,639
51,82,1,161
51,29,3,77
51,17,6,893
51,69,6,542
51,36,3,456
51,60,5,219
51,115,1,126
51,40,6,210
51,85,4,526
51,85,1,618
51,64,3,186
51,5,2,70
51,10055,1,546
51,39,6,433
51,66,4,80
51,120,4,379
51,90,6,99
51,8,6,375
51,72,3,287
51,14,4,0
51,45,5,519
51,51,5,216
51,76,4,103
51,119,1,491
51,80,2,287
51,72,4,305
51,112,4,115
51,54,1,546
51,33,2,489
51,97,5,261
51,81,1,252
51,71,3,163
51,10,3,484
51,55,4,536
51,82,2,0
51,94,3,527
51,76,6,21
51,94,6,15
51,105,3,527
51,118,5,446
51,89,6,0
51,113,5,3
51,91,5,832
51,39,2,7
51,97,6,314
51,107,6,72
51,15,4,373
51,112,3,206
51,43,5,140
51,68,3,283
51,88,1,214
51,110,6,258
51,44,4,196
51,97,2,101
51,87,2,683
51,80,4,0
51,31,4,0
51,58,6,74
51,43,3,508
51,44,2,543
51,106,6,521
51,19,6,0
51,65,2,295
51,67,1,0
51,35,6,182
51,70,5,346
51,51,3,338
51,3,5,169
51,83,5,623
51,12,6,836
51,27,1,380
51,24,5,117
51,9,1,587
51,38,3,174
51,119,6,0
51,90,2,181
51,47,4,286
51,114,6,330
51,109,1,123
51,84,5,440
51,18,5,388
51,87,1,379
51,10055,6,232
51,73,4,384
51,81,5,308
51,21,2,218
52,1,1,233
52,101,5,635
52,9,4,727
52,45,1,612
52,14,1,0
52,82,6,518
52,61,5,399
52,46,4,153
52,7,3,482
52,113,2,362
52,10118,3,573
52,87,5,430
52,48,6,598
52,110,4,568
52,4,6,339
52,100,3,615
52,55,5,122
52,74,4,165
52,75,3,163
52,66,5,300
52,36,1,363
52,116,6,197
52,40,4,13
52,20,5,419
52,86,4,154
52,97,4,332
52,91,1,475
52,52,6,97
52,29,5,526
52,112,2,848
52,35,5,298
52,93,3,320
52,33,3,735
52,8,3,165
52,10118,2,0
52,69,3,281
52,10096,5,386
52,119,2,137
52,63,5,285
52,82,1,161
52,25,6,455
52,37,6,26
52,36,2,586
52,114,2,491
52,29,3,77
52,10,2,366
52,98,3,513
52,60,1,282
52,36,3,456
52,69,4,37
52,85,4,526
52,6,4,456
52,27,3,418
52,90,6,99
52,30,3,727
52,71,4,841
52,72,3,287
52,10060,5,400
52,87,4,53
52,103,5,0
52,4,3,562
52,37,1,506
52,24,2,445
52,10,5,159
52,68,4,379
52,91,2,414
52,72,4,305
52,35,1,141
52,26,4,448
52,21,1,186
52,108,6,415
52,99,2,83
52,26,3,0
52,36,4,620
52,107,2,469
52,106,4,323
52,100,5,497
52,98,5,99
52,10096,3,230
52,5,4,0
52,68,1,603
52,70,1,367
52,12,4,281
52,42,5,50
52,28,3,444
52,32,4,129
52,73,1,423
52,109,6,138
52,39,2,7
52,34,3,429
52,97,6,314
52,64,2,440
52,15,4,373
52,102,6,532
52,95,4,133
52,49,4,371
52,38,2,136
52,88,1,214
52,114,1,426
52,43,6,76
52,62,4,276
52,44,4,196
52,64,4,404
52,63,6,219
52,18,6,523
52,97,2,101
52,58,1,558
52,87,2,835
52,88,5,241
52,34,5,475
52,71,5,720
52,119,3,747
52,58,6,74
52,57,6,462
52,29,4,138
52,82,3,439
52,67,1,247
52,37,5,154
52,3,5,169
52,27,1,380
52,40,3,78
52,50,4,564
52,10055,3,432
52,9,1,587
52,13,6,143
52,119,6,0
52,120,2,644
52,114,6,330
52,84,5,440
52,87,1,379
52,73,4,384
52,77,1,274
53,24,1,546
53,1,1,233
53,65,1,0
53,84,4,227
53,111,3,564
53,57,3,463
53,33,6,720
53,105,1,399
53,7,3,482
53,65,6,452
53,79,6,297
53,47,3,408
53,110,4,568
53,33,4,393
53,13,2,389
53,113,4,774
53,17,1,375
53,8,5,26
53,83,1,629
53,8,1,733
53,75,2,131
53,10055,5,281
53,107,4,310
53,84,6,442
53,93,3,320
53,33,3,735
53,75,4,456
53,119,5,547
53,119,2,137
53,27,6,117
53,99,5,74
53,98,3,513
53,21,4,95
53,21,6,352
53,69,6,542
53,19,4,781
53,60,1,282
53,36,3,456
53,3,1,254
53,99,6,314
53,60,5,219
53,115,1,126
53,78,2,319
53,55,3,112
53,58,3,0
53,85,4,526
53,85,1,618
53,66,2,81
53,5,2,70
53,10055,1,546
53,10,1,392
53,120,4,224
53,27,3,418
53,78,4,632
53,42,3,268
53,98,1,300
53,10060,5,400
53,87,4,154
53,77,3,429
53,88,4,352
53,66,3,167
53,4,3,562
53,76,4,103
53,10,5,159
53,68,4,379
53,56,1,501
53,119,1,445
53,91,2,414
53,108,2,311
53,108,5,578
53,112,4,115
53,54,1,546
53,21,1,186
53,108,6,415
53,44,5,47
53,59,4,0
53,99,2,83
53,81,3,264
53,57,2,461
53,55,4,536
53,31,2,0
53,36,4,620
53,94,3,527
53,107,2,469
53,106,4,323
53,27,4,331
53,98,5,99
53,113,5,3
53,72,5,585
53,12,4,281
53,19,5,0
53,42,5,50
53,61,4,249
53,28,3,444
53,32,4,129
53,109,6,56
53,39,2,7
53,34,3,429
53,97,6,314
53,107,6,72
53,2,1,126
53,93,2,275
53,15,4,373
53,54,3,396
53,95,4,133
53,7,1,171
53,49,4,371
53,68,3,283
53,88,1,214
53,110,6,258
53,30,1,64
53,43,4,397
53,103,4,247
53,62,4,276
53,64,4,404
53,63,6,219
53,18,6,523
53,88,5,241
53,34,5,475
53,102,5,0
53,111,1,318
53,119,3,747
53,53,4,302
53,19,6,0
53,65,2,295
53,37,5,154
53,51,3,338
53,28,5,0
53,100,1,195
53,15,6,179
53,115,4,934
53,10055,3,432
53,25,3,426
53,54,6,703
53,79,5,577
53,90,2,181
53,92,3,192
53,47,4,286
53,67,4,647
53,109,1,123
53,10055,6,232
53,21,2,218
53,77,1,274
54,71,6,0
54,45,1,612
54,42,2,118
54,111,3,564
54,109,4,788
54,82,6,518
54,106,2,457
54,102,2,0
54,47,3,408
54,10118,3,573
54,87,5,383
54,48,6,598
54,41,2,0
54,91,4,779
54,2,5,653
54,4,6,339
54,100,3,615
54,55,5,122
54,110,1,965
54,86,2,296
54,44,6,622
54,83,1,629
54,62,6,78
54,20,5,419
54,86,4,154
54,97,4,332
54,66,6,482
54,34,2,168
54,36,5,636
54,29,5,526
54,112,2,848
54,33,3,777
54,75,4,456
54,92,1,336
54,114,2,491
54,69,6,542
54,60,5,219
54,45,6,315
54,33,5,244
54,115,1,126
54,78,2,319
54,64,3,186
54,79,4,61
54,61,6,164
54,5,1,102
54,5,2,70
54,81,4,40
54,10,1,392
54,27,5,702
54,73,3,0
54,52,3,166
54,27,3,418
54,90,6,99
54,8,6,375
54,71,4,841
54,42,3,268
54,98,1,300
54,72,3,309
54,87,4,154
54,66,3,167
54,10,5,159
54,68,4,379
54,56,1,501
54,72,4,305
54,76,1,896
54,21,1,186
54,44,5,47
54,81,3,264
54,57,2,461
54,36,4,620
54,94,3,527
54,86,5,0
54,105,3,527
54,106,4,503
54,27,4,331
54,7,2,663
54,98,5,99
54,10096,3,230
54,70,1,367
54,113,5,3
54,83,2,0
54,12,4,281
54,91,5,832
54,28,3,444
54,88,2,83
54,32,4,129
54,73,1,423
54,97,6,314
54,64,2,440
54,40,1,545
54,93,2,275
54,76,2,132
54,95,4,133
54,78,1,236
54,68,3,283
54,88,1,214
54,110,6,258
54,38,1,203
54,84,2,477
54,62,4,276
54,90,4,503
54,48,5,666
54,18,6,523
54,64,6,52
54,34,5,475
54,78,5,43
54,7,5,0
54,71,5,720
54,57,6,462
54,29,4,138
54,53,4,302
54,6,6,153
54,106,6,521
54,65,2,295
54,69,2,373
54,67,1,247
54,55,1,160
54,28,5,0
54,83,5,623
54,22,3,49
54,100,1,195
54,2,3,209
54,40,3,78
54,25,3,426
54,44,1,545
54,8,2,260
54,21,3,125
54,38,3,174
54,13,6,143
54,120,2,407
54,67,4,647
54,114,6,330
54,53,5,287
54,26,6,291
54,73,4,384
54,41,5,921
54,12,5,262
55,117,6,85
55,101,5,417
55,45,1,612
55,14,1,0
55,42,2,118
55,111,6,0
55,97,3,118
55,109,4,788
55,57,3,463
55,52,5,340
55,10,6,264
55,15,1,516
55,105,1,436
55,46,4,397
55,106,2,457
55,65,6,452
55,79,6,297
55,47,3,408
55,103,6,49
55,25,1,323
55,48,6,598
55,110,4,568
55,50,2,98
55,26,2,166
55,74,4,165
55,75,3,163
55,110,1,965
55,41,6,180
55,17,1,375
55,86,2,296
55,44,6,622
55,95,6,277
55,83,1,535
55,20,4,159
55,107,4,310
55,66,6,482
55,15,5,361
55,34,2,168
55,29,5,526
55,86,1,437
55,112,2,848
55,84,6,442
55,33,3,777
55,63,5,285
55,67,3,639
55,27,6,117
55,50,5,0
55,37,6,26
55,36,2,586
55,87,6,210
55,114,2,491
55,99,5,74
55,21,4,0
55,21,6,352
55,3,4,328
55,51,2,439
55,99,6,314
55,78,2,319
55,55,3,112
55,85,1,618
55,66,2,81
55,95,1,0
55,64,3,186
55,79,4,61
55,5,1,102
55,5,2,70
55,81,4,40
55,27,5,702
55,66,4,80
55,59,1,335
55,42,3,268
55,98,1,300
55,14,4,0
55,77,3,429
55,45,5,519
55,37,1,506
55,76,4,103
55,24,2,445
55,68,4,379
55,77,6,220
55,108,5,578
55,54,1,546
55,99,2,83
55,55,4,536
55,94,3,527
55,107,2,611
55,94,6,15
55,105,3,527
55,7,2,663
55,100,5,497
55,98,5,99
55,72,5,585
55,12,4,281
55,91,5,832
55,28,3,444
55,73,1,423
55,34,3,429
55,64,2,440
55,76,2,132
55,102,6,532
55,10060,1,149
55,95,4,133
55,49,4,371
55,38,2,136
55,11,6,587
55,110,6,258
55,30,1,64
55,43,4,397
55,64,4,404
55,18,6,523
55,87,2,835
55,88,5,77
55,64,6,52
55,105,2,0
55,119,3,747
55,57,6,462
55,29,4,138
55,84,3,150
55,32,5,660
55,69,2,373
55,55,1,160
55,51,3,567
55,3,5,169
55,83,5,623
55,29,6,0
55,15,6,179
55,115,4,934
55,2,3,209
55,40,3,78
55,54,6,703
55,9,1,587
55,38,3,174
55,13,6,143
55,107,5,297
55,47,4,286
55,67,4,647
55,26,6,291
55,12,5,262
55,81,5,308
55,77,1,274
56,71,6,0
56,111,6,0
56,10,6,264
56,33,6,773
56,106,2,457
56,38,4,0
56,87,5,383
56,41,2,0
56,50,2,98
56,10096,4,543
56,113,4,774
56,100,3,615
56,66,5,300
56,41,6,180
56,17,1,375
56,86,2,296
56,74,1,490
56,8,5,26
56,83,1,535
56,36,1,266
56,40,4,13
56,10055,5,450
56,101,4,235
56,19,3,516
56,97,4,145
56,52,6,97
56,36,5,636
56,29,5,526
56,35,5,298
56,33,3,777
56,8,3,47
56,69,3,281
56,119,2,137
56,63,5,285
56,50,5,0
56,37,6,26
56,92,1,460
56,36,2,586
56,99,5,74
56,98,3,513
56,19,4,781
56,69,4,37
56,33,5,244
56,40,6,210
56,58,3,0
56,85,4,526
56,85,1,618
56,95,1,0
56,6,4,456
56,9,2,281
56,61,6,164
56,5,1,102
56,66,4,80
56,120,4,224
56,27,3,418
56,90,6,99
56,8,6,375
56,71,4,874
56,10060,5,400
56,4,3,562
56,15,2,230
56,77,6,220
56,56,1,501
56,119,1,445
56,91,2,414
56,90,3,423
56,21,1,186
56,108,6,415
56,81,1,252
56,99,2,83
56,81,3,264
56,57,2,461
56,26,3,0
56,36,4,620
56,76,6,21
56,107,2,611
56,86,5,0
56,54,5,701
56,94,6,15
56,118,5,446
56,89,6,0
56,100,5,497
56,108,1,214
56,10096,3,6
56,5,4,0
56,68,1,603
56,83,2,0
56,57,1,281
56,12,4,281
56,61,4,249
56,60,6,1035
56,28,3,444
56,39,2,0
56,64,2,440
56,93,2,275
56,112,3,323
56,53,3,555
56,7,1,171
56,78,1,236
56,110,6,258
56,30,1,64
56,84,2,477
56,43,4,397
56,114,1,426
56,62,4,276
56,90,4,503
56,48,5,666
56,10055,2,398
56,63,6,219
56,97,2,70
56,91,3,60
56,80,4,0
56,88,5,77
56,119,3,747
56,101,3,575
56,53,4,302
56,44,2,543
56,6,6,153
56,106,6,521
56,19,6,0
56,84,3,234
56,32,5,660
56,117,2,257
56,25,3,426
56,54,6,703
56,8,2,260
56,79,5,577
56,21,3,125
56,13,6,143
56,92,3,0
56,120,2,407
56,109,1,123
56,18,5,278
56,87,1,379
56,12,5,262
57,71,6,0
57,45,1,612
57,14,1,0
57,42,2,118
57,65,1,0
57,84,4,227
57,111,3,564
57,97,3,0
57,109,4,788
57,79,6,297
57,102,2,0
57,47,3,408
57,63,2,568
57,69,5,464
57,87,5,383
57,48,6,598
57,50,2,98
57,33,4,393
57,13,2,389
57,10096,4,543
57,4,6,353
57,95,6,277
57,83,1,535
57,75,2,131
57,52,6,97
57,93,5,207
57,35,5,298
57,113,6,736
57,93,3,320
57,33,3,777
57,8,3,47
57,119,5,547
57,37,6,26
57,36,2,586
57,98,3,513
57,69,6,542
57,51,2,439
57,99,6,314
57,69,4,37
57,66,2,81
57,95,1,0
57,10,1,392
57,27,5,702
57,78,4,632
57,98,1,300
57,77,3,429
57,30,2,451
57,76,4,103
57,56,1,501
57,80,2,351
57,90,3,423
57,72,4,305
57,108,5,578
57,21,1,186
57,108,6,415
57,97,5,261
57,44,5,47
57,81,1,252
57,10,3,570
57,96,6,188
57,36,4,620
57,105,3,527
57,100,5,497
57,113,5,0
57,57,1,281
57,72,5,407
57,73,1,423
57,39,2,0
57,34,3,429
57,107,6,136
57,2,1,39
57,54,3,396
57,53,3,555
57,120,1,840
57,95,4,133
57,78,1,236
57,38,2,136
57,88,1,214
57,38,1,203
57,43,4,371
57,114,1,426
57,62,4,276
57,48,5,666
57,63,6,219
57,97,2,70
57,58,1,558
57,111,1,318
57,101,3,575
57,57,6,462
57,6,6,153
57,65,2,81
57,32,5,660
57,22,6,414
57,55,1,160
57,51,3,567
57,28,5,0
57,3,5,369
57,83,5,623
57,22,3,49
57,115,4,934
57,12,6,898
57,2,3,338
57,10096,2,746
57,8,2,260
57,79,5,577
57,119,6,0
57,30,6,284
57,18,5,278
57,10055,6,232
57,73,4,505
57,77,1,274
58,101,5,417
58,111,6,0
58,52,5,340
58,65,6,452
58,103,6,49
58,113,2,362
58,63,2,568
58,38,4,0
58,48,6,598
58,41,2,0
58,18,4,295
58,13,2,389
58,55,5,122
58,74,4,165
58,110,1,965
58,86,2,296
58,42,1,521
58,8,5,26
58,19,3,275
58,86,4,154
58,29,5,526
58,86,1,437
58,35,5,298
58,84,6,442
58,33,3,777
58,75,4,456
58,119,2,137
58,27,6,117
58,50,5,0
58,37,6,26
58,92,1,221
58,36,2,586
58,99,5,74
58,21,4,0
58,21,6,352
58,60,1,282
58,3,1,254
58,69,4,0
58,60,5,219
58,33,5,244
58,40,6,210
58,58,3,0
58,66,2,81
58,6,4,456
58,35,3,346
58,61,6,164
58,5,2,0
58,120,4,224
58,27,3,418
58,10060,5,400
58,87,4,153
58,77,3,429
58,88,4,398
58,45,5,519
58,66,3,167
58,51,5,216
58,37,1,506
58,24,2,687
58,10,5,159
58,68,4,379
58,91,2,414
58,72,4,305
58,76,1,1071
58,54,1,546
58,35,2,325
58,99,2,83
58,81,3,264
58,31,2,0
58,94,3,560
58,86,5,0
58,54,5,701
58,105,3,527
58,7,2,663
58,100,5,497
58,98,5,99
58,10096,3,6
58,57,1,281
58,72,5,407
58,12,4,281
58,60,6,1035
58,91,5,937
58,28,3,444
58,109,6,56
58,15,4,315
58,54,3,396
58,120,1,840
58,78,1,236
58,38,2,136
58,38,1,203
58,114,1,426
58,90,4,503
58,44,4,200
58,64,4,404
58,97,2,70
58,91,3,60
58,78,5,43
58,7,5,0
58,105,2,0
58,111,1,318
58,119,3,747
58,58,6,74
58,57,6,213
58,44,2,543
58,19,6,0
58,44,3,246
58,82,3,439
58,65,2,81
58,55,1,160
58,37,5,0
58,10096,2,746
58,10055,3,326
58,44,1,545
58,79,5,577
58,10118,1,482
58,38,3,174
58,92,3,0
58,120,2,407
58,18,5,278
58,87,1,379
58,41,5,921
58,12,5,453
58,21,2,216
58,77,1,274
59,117,6,85
59,9,4,727
59,14,1,0
59,42,2,118
59,65,1,0
59,57,3,463
59,33,6,773
59,15,1,734
59,105,1,436
59,46,4,397
59,7,3,482
59,47,3,408
59,103,6,49
59,113,2,362
59,25,1,323
59,110,4,568
59,91,4,845
59,13,2,389
59,113,4,774
59,55,5,122
59,66,5,300
59,42,1,521
59,95,6,277
59,74,1,490
59,8,1,733
59,101,4,0
59,19,3,275
59,15,5,361
59,93,5,207
59,36,5,636
59,112,2,848
59,8,3,47
59,10096,5,386
59,119,5,620
59,67,3,639
59,27,6,117
59,87,6,210
59,114,2,491
59,10,2,366
59,21,4,0
59,69,6,542
59,19,4,781
59,60,1,282
59,3,1,254
59,45,6,545
59,115,1,126
59,58,3,0
59,6,4,456
59,9,2,281
59,35,3,346
59,5,2,0
59,10055,1,546
59,73,3,0
59,52,3,55
59,78,4,632
59,8,6,375
59,72,3,309
59,14,4,0
59,85,5,358
59,87,4,153
59,45,5,519
59,66,3,167
59,30,2,451
59,4,3,562
59,15,2,140
59,90,3,423
59,72,4,305
59,76,1,1071
59,108,5,578
59,112,4,0
59,33,2,489
59,71,3,163
59,81,3,264
59,55,4,610
59,31,2,0
59,63,4,452
59,54,5,701
59,41,1,512
59,118,5,446
59,107,3,73
59,10096,3,6
59,70,1,367
59,12,4,281
59,91,5,1084
59,28,3,444
59,88,2,83
59,32,4,129
59,73,1,423
59,109,6,56
59,39,2,0
59,39,1,399
59,102,6,532
59,10060,1,149
59,120,1,840
59,49,4,371
59,43,5,140
59,18,3,0
59,78,1,236
59,11,6,587
59,30,1,64
59,84,2,349
59,114,1,426
59,43,6,76
59,62,4,276
59,85,6,0
59,10055,2,398
59,63,6,219
59,18,6,523
59,58,1,558
59,91,3,60
59,87,2,835
59,31,4,26
59,88,5,77
59,71,5,720
59,29,4,138
59,106,6,482
59,19,6,0
59,65,2,81
59,84,3,234
59,20,2,315
59,70,5,346
59,55,1,160
59,100,1,195
59,12,6,898
59,27,1,380
59,24,5,117
59,54,6,703
59,8,2,260
59,21,3,125
59,9,1,587
59,13,6,174
59,107,5,297
59,47,4,286
59,67,4,647
59,30,6,284
59,114,6,270
59,109,1,369
59,18,5,278
59,87,1,379
59,73,4,505
60,24,1,791
60,45,1,612
60,14,1,0
60,42,2,118
60,109,4,788
60,10,6,264
60,7,3,482
60,79,6,297
60,47,3,408
60,103,6,49
60,69,5,464
60,25,1,323
60,110,4,568
60,26,2,166
60,74,4,65
60,75,3,163
60,17,1,375
60,86,2,296
60,95,6,277
60,83,1,535
60,36,1,266
60,8,1,733
60,20,4,159
60,75,2,131
60,10055,5,450
60,101,4,0
60,19,3,275
60,86,4,154
60,97,4,376
60,15,5,361
60,35,5,298
60,33,3,777
60,119,5,620
60,119,2,137
60,63,5,285
60,82,1,161
60,27,6,117
60,37,6,26
60,92,1,221
60,36,2,586
60,29,3,0
60,10060,6,379
60,10,2,366
60,98,3,513
60,3,4,328
60,19,4,781
60,60,1,282
60,99,6,314
60,60,5,219
60,45,6,545
60,115,1,126
60,55,3,112
60,40,6,210
60,58,3,0
60,85,4,526
60,85,1,618
60,5,6,0
60,61,6,164
60,5,1,102
60,81,4,40
60,39,6,433
60,120,4,224
60,78,4,541
60,90,6,99
60,30,3,727
60,71,4,874
60,14,4,0
60,87,4,153
60,77,3,429
60,45,5,519
60,66,3,167
60,103,5,0
60,51,5,216
60,98,2,355
60,119,1,445
60,26,4,452
60,108,6,415
60,33,2,489
60,35,2,325
60,81,1,261
60,71,3,163
60,57,2,461
60,31,2,0
60,82,2,0
60,63,4,452
60,86,5,0
60,94,6,15
60,7,2,663
60,108,1,214
60,10096,3,6
60,5,4,0
60,113,5,0
60,19,5,0
60,42,5,50
60,88,2,83
60,32,4,129
60,2,1,39
60,76,2,132
60,54,3,396
60,120,1,840
60,49,4,371
60,43,5,140
60,78,1,368
60,68,3,283
60,84,2,349
