movement_id,date_key,product_key,warehouse_key,supplier_key,movement_type_key,quantity,unit_cost
5978,176,78,4,5.0,1,43,386.82
5979,176,40,5,7.0,2,218,162.24
5980,176,29,3,13.0,2,187,264.58
5981,176,57,1,5.0,2,134,184.4
5982,176,26,6,15.0,4,171,196.47
5983,176,7,4,4.0,1,206,255.0
5984,176,81,4,9.0,1,209,45.14
5985,176,106,1,14.0,1,88,57.07
5986,176,86,4,12.0,1,121,266.03
5987,176,10055,3,13.0,2,18,268.55
5988,176,65,5,10.0,1,27,38.73
5989,176,17,6,4.0,1,204,198.42
5990,176,10,3,3.0,2,83,153.02
5991,176,104,4,2.0,3,150,194.87
5992,176,83,5,3.0,2,216,19.67
5993,176,80,3,13.0,1,195,351.06
5994,176,10118,3,5.0,1,97,102.4
5995,177,88,3,15.0,1,20,52.66
5996,177,13,6,14.0,1,196,350.79
5997,177,44,1,15.0,3,116,370.69
5998,177,10118,1,3.0,1,15,102.4
5999,177,106,6,2.0,1,177,57.07
6000,177,57,6,5.0,2,200,184.4
6001,177,100,3,2.0,1,67,320.96
6002,177,18,2,,1,20,65.67
6003,177,67,2,6.0,1,69,177.85
6004,177,116,1,8.0,4,44,74.33
6005,177,117,4,,2,1,132.08
6006,177,113,4,8.0,2,233,268.21
6007,177,94,5,,2,108,323.01
6008,177,62,4,9.0,2,61,107.26
6009,177,49,2,6.0,2,1,217.79
6010,177,84,4,2.0,2,163,288.33
6011,177,10060,1,1.0,1,73,393.57
6012,177,109,5,1.0,2,169,378.53
6013,177,65,4,4.0,1,12,38.73
6014,177,106,6,14.0,1,77,57.07
6015,177,102,4,7.0,2,120,332.57
6016,177,76,5,1.0,1,83,327.0
6017,177,88,2,1.0,2,100,52.66
6018,177,33,5,,2,145,136.56
6019,177,97,4,4.0,2,77,99.11
6020,177,105,6,12.0,1,247,115.72
6021,177,88,1,2.0,2,189,52.66
6022,177,72,5,7.0,3,140,389.59
6023,177,51,4,8.0,1,71,384.39
6024,177,10060,3,2.0,1,154,393.57
6025,177,116,4,13.0,1,224,74.33
6026,177,22,4,3.0,1,45,182.58
6027,177,74,6,1.0,1,141,345.9
6028,177,59,3,9.0,2,3,149.07
6029,177,108,5,13.0,1,95,167.48
6030,177,97,5,4.0,2,175,99.11
6031,177,82,1,,2,93,393.73
6032,177,114,3,8.0,1,80,392.33
6033,177,33,4,13.0,1,177,136.56
6034,177,16,1,12.0,2,21,359.33
6035,177,117,1,9.0,1,63,132.08
6036,177,74,3,11.0,1,150,345.9
6037,177,73,5,,2,57,352.8
6038,177,98,5,8.0,1,238,89.1
6039,177,110,4,4.0,2,9,4.35
6040,178,65,4,15.0,1,147,38.73
6041,178,17,3,12.0,1,98,198.42
6042,178,12,4,13.0,1,60,322.41
6043,178,81,5,4.0,2,62,45.14
6044,178,72,3,9.0,1,117,389.59
6045,178,52,4,11.0,2,112,29.05
6046,178,2,4,5.0,3,84,144.87
6047,178,84,6,13.0,4,184,288.33
6048,178,82,6,14.0,2,21,393.73
6049,178,61,2,4.0,2,46,327.21
6050,178,102,4,12.0,1,186,332.57
6051,178,117,4,5.0,2,223,132.08
6052,178,100,1,5.0,1,230,320.96
6053,178,6,5,14.0,2,113,342.42
6054,178,28,1,6.0,2,100,195.42
6055,178,44,3,1.0,1,117,370.69
6056,178,109,5,6.0,2,210,378.53
6057,178,114,3,7.0,2,213,392.33
6058,178,14,1,10.0,1,122,354.1
6059,178,113,4,11.0,1,191,268.21
6060,178,44,4,10.0,1,203,370.69
6061,178,22,4,4.0,2,76,182.58
6062,178,35,6,,2,53,362.36
6063,178,78,5,11.0,2,98,386.82
6064,178,45,6,14.0,2,112,193.58
6065,178,76,6,15.0,1,222,327.0
6066,178,92,4,9.0,4,34,69.54
6067,178,101,5,10.0,4,197,380.12
6068,179,57,5,1.0,3,194,184.4
6069,179,73,5,7.0,2,37,352.8
6070,179,64,4,15.0,1,191,254.43
6071,179,119,4,13.0,2,22,399.96
6072,179,57,2,2.0,1,34,184.4
6073,179,54,2,13.0,2,9,263.63
6074,179,10118,6,5.0,1,52,102.4
6075,179,25,6,4.0,1,14,381.49
6076,179,28,5,4.0,2,65,195.42
6077,179,3,4,15.0,1,8,184.85
6078,179,10055,4,5.0,2,182,268.55
6079,179,118,1,6.0,1,168,102.4
6080,179,44,4,7.0,1,83,370.69
6081,179,77,3,9.0,2,88,11.42
6082,179,92,1,,1,98,69.54
6083,179,34,3,14.0,3,143,4.86
6084,179,69,4,6.0,1,63,334.17
6085,179,10118,5,13.0,1,205,102.4
6086,179,2,3,6.0,2,247,144.87
6087,179,19,5,6.0,1,64,153.88
6088,179,53,3,6.0,4,86,99.99
6089,179,62,5,7.0,2,141,107.26
6090,179,10060,4,1.0,2,174,393.57
6091,179,30,6,3.0,1,44,349.23
6092,179,114,1,1.0,1,231,392.33
6093,179,80,6,9.0,3,103,351.06
6094,179,119,2,13.0,4,148,399.96
6095,179,70,4,13.0,2,124,18.65
6096,179,114,5,14.0,1,205,392.33
6097,179,33,2,10.0,2,93,136.56
6098,179,23,5,8.0,2,235,204.06
6099,179,51,3,7.0,2,3,384.39
6100,179,98,2,9.0,1,2,89.1
6101,179,3,3,1.0,2,46,184.85
6102,179,40,3,3.0,2,241,162.24
6103,179,88,2,11.0,1,193,52.66
6104,179,93,4,6.0,1,243,39.17
6105,179,51,3,10.0,1,36,384.39
6106,179,90,1,15.0,2,69,85.65
6107,179,17,4,12.0,1,5,198.42
6108,179,46,2,11.0,2,147,2.86
6109,179,36,2,4.0,1,223,112.83
6110,179,8,4,13.0,2,88,268.73
6111,179,70,2,10.0,1,248,18.65
6112,179,10055,4,4.0,1,177,268.55
6113,180,51,5,1.0,2,110,384.39
6114,180,12,3,10.0,1,40,322.41
6115,180,52,4,12.0,1,170,29.05
6116,180,65,6,11.0,2,118,38.73
6117,180,47,1,10.0,1,111,279.24
6118,180,109,4,1.0,2,159,378.53
6119,180,10,5,2.0,1,218,153.02
6120,180,71,6,3.0,2,61,273.46
6121,180,20,5,1.0,1,213,344.59
6122,180,83,2,10.0,1,88,19.67
6123,180,76,1,11.0,2,233,327.0
6124,180,42,1,14.0,1,55,186.13
6125,180,83,4,10.0,2,43,19.67
6126,180,116,4,15.0,4,118,74.33
6127,180,110,1,5.0,1,235,4.35
6128,180,72,4,10.0,1,106,389.59
6129,180,17,3,9.0,1,237,198.42
6130,180,89,1,11.0,2,148,228.5
6131,180,10118,4,4.0,4,195,102.4
6132,180,56,6,8.0,3,44,269.33
6133,180,34,3,5.0,3,51,4.86
6134,180,44,3,8.0,2,133,370.69
6135,181,47,4,15.0,3,104,279.24
6136,181,109,3,9.0,2,222,378.53
6137,181,6,2,10.0,2,13,342.42
6138,181,29,3,11.0,2,5,264.58
6139,181,17,3,14.0,2,108,198.42
6140,181,81,1,10.0,4,74,45.14
6141,181,9,4,8.0,1,59,254.72
6142,181,17,3,7.0,2,98,198.42
6143,181,89,2,5.0,2,153,228.5
6144,181,5,2,10.0,1,60,282.42
6145,181,98,1,5.0,1,237,89.1
6146,181,8,1,3.0,2,120,268.73
6147,181,10096,6,8.0,1,48,231.12
6148,181,51,3,5.0,2,126,384.39
6149,181,43,4,13.0,4,4,40.97
6150,181,82,1,3.0,3,236,393.73
6151,181,29,2,10.0,2,136,264.58
6152,181,35,4,3.0,5,41,362.36
6153,181,82,2,13.0,2,166,393.73
6154,181,79,4,15.0,2,178,272.45
6155,181,62,1,4.0,2,221,107.26
6156,181,102,2,13.0,2,234,332.57
6157,181,39,4,4.0,1,104,170.58
6158,181,6,6,10.0,1,145,342.42
6159,182,5,6,1.0,1,111,282.42
6160,182,59,4,14.0,1,166,149.07
6161,182,19,4,4.0,1,216,153.88
6162,182,42,3,1.0,2,183,186.13
6163,182,23,6,7.0,3,159,204.06
6164,182,19,6,1.0,2,189,153.88
6165,182,10055,3,5.0,1,243,268.55
6166,182,80,2,4.0,2,176,351.06
6167,182,76,1,14.0,2,55,327.0
6168,182,86,5,13.0,2,177,266.03
6169,182,66,4,4.0,1,86,134.76
6170,182,32,5,4.0,2,64,360.05
6171,182,62,2,4.0,1,162,107.26
6172,182,87,2,4.0,3,109,267.42
6173,182,109,2,13.0,1,122,378.53
6174,182,3,6,6.0,4,49,184.85
6175,182,59,2,4.0,2,89,149.07
6176,182,118,1,3.0,1,64,102.4
6177,182,42,1,8.0,2,182,186.13
6178,182,10055,3,14.0,1,128,268.55
6179,182,76,3,12.0,1,14,327.0
6180,182,20,6,11.0,1,77,344.59
6181,182,51,3,10.0,4,159,384.39
6182,182,105,3,3.0,1,83,115.72
6183,182,103,1,13.0,1,133,105.16
6184,182,12,2,12.0,1,250,322.41
6185,182,116,1,12.0,3,58,74.33
6186,182,40,5,15.0,2,196,162.24
6187,182,79,6,2.0,4,86,272.45
6188,182,110,3,2.0,2,229,4.35
6189,182,56,2,9.0,4,162,269.33
6190,182,36,4,14.0,2,201,112.83
6191,182,96,4,14.0,1,20,231.12
6192,182,112,5,15.0,2,243,89.33
6193,182,31,3,14.0,2,200,276.57
6194,183,6,3,6.0,1,156,342.42
6195,183,50,5,11.0,2,167,191.76
6196,183,58,4,5.0,1,49,86.84
6197,183,89,4,,2,239,228.5
6198,183,96,5,,2,12,231.12
6199,183,37,4,14.0,1,13,374.33
6200,183,77,2,9.0,2,135,11.42
6201,183,13,5,1.0,2,72,350.79
6202,183,115,4,7.0,2,241,265.87
6203,183,67,1,9.0,1,122,177.85
6204,183,94,3,14.0,2,176,323.01
6205,183,54,5,6.0,1,161,263.63
6206,183,76,4,7.0,1,195,327.0
6207,183,98,2,3.0,2,135,89.1
6208,183,62,2,3.0,1,211,107.26
6209,183,82,5,11.0,1,242,393.73
6210,183,58,2,8.0,3,54,86.84
6211,183,37,1,4.0,1,187,374.33
6212,183,100,1,4.0,2,13,320.96
6213,183,78,4,9.0,2,195,386.82
6214,183,81,5,11.0,2,66,45.14
6215,183,37,5,7.0,1,119,374.33
6216,183,34,4,10.0,3,10,4.86
6217,183,49,5,7.0,4,116,217.79
6218,183,112,5,8.0,1,229,89.33
6219,183,55,3,1.0,1,90,268.55
6220,183,102,3,4.0,2,78,332.57
6221,183,97,1,15.0,1,161,99.11
6222,183,27,5,1.0,2,185,25.05
6223,183,45,5,6.0,1,110,193.58
6224,183,102,2,8.0,1,181,332.57
6225,183,102,2,,2,52,332.57
6226,183,64,6,2.0,1,152,254.43
6227,183,108,4,5.0,2,141,167.48
6228,183,20,1,3.0,2,68,344.59
6229,183,18,3,5.0,2,87,65.67
6230,183,85,1,5.0,1,152,173.66
6231,183,65,6,11.0,5,145,38.73
6232,183,71,2,8.0,2,103,273.46
6233,183,31,5,3.0,2,80,276.57
6234,183,51,2,,1,205,384.39
6235,183,37,2,13.0,2,172,374.33
6236,183,4,5,4.0,1,81,118.68
6237,184,40,5,1.0,1,126,162.24
6238,184,92,3,10.0,2,145,69.54
6239,184,53,3,7.0,4,194,99.99
6240,184,66,5,4.0,1,92,134.76
6241,184,78,4,6.0,1,40,386.82
6242,184,42,6,1.0,2,43,186.13
6243,184,5,2,5.0,1,10,282.42
6244,184,96,4,14.0,1,250,231.12
6245,184,24,3,6.0,4,133,204.05
6246,184,6,3,9.0,2,218,342.42
6247,184,99,5,1.0,2,87,21.99
6248,184,52,4,9.0,1,206,29.05
6249,184,24,2,8.0,1,135,204.05
6250,184,99,3,10.0,2,9,21.99
6251,184,49,2,6.0,2,36,217.79
6252,184,79,3,13.0,2,208,272.45
6253,184,37,3,1.0,3,38,374.33
6254,184,34,6,5.0,1,138,4.86
6255,184,51,2,4.0,2,223,384.39
6256,184,60,1,1.0,2,58,393.57
6257,184,108,1,1.0,4,179,167.48
6258,184,87,4,13.0,1,32,267.42
6259,184,101,1,4.0,3,172,380.12
6260,184,1,4,5.0,2,117,382.97
6261,184,101,1,10.0,4,214,380.12
6262,184,107,1,13.0,2,205,87.15
6263,184,94,3,7.0,2,245,323.01
6264,184,77,2,12.0,2,125,11.42
6265,184,71,6,5.0,1,17,273.46
6266,184,29,3,2.0,4,51,264.58
6267,184,67,1,14.0,2,219,177.85
6268,184,14,3,,2,88,354.1
6269,184,90,6,6.0,3,163,85.65
6270,184,112,5,5.0,1,80,89.33
6271,184,65,3,10.0,2,191,38.73
6272,185,50,4,11.0,5,210,191.76
6273,185,68,2,4.0,2,27,31.95
6274,185,104,3,7.0,1,70,194.87
6275,185,17,2,11.0,1,121,198.42
6276,185,102,1,5.0,2,7,332.57
6277,185,110,4,10.0,1,161,4.35
6278,185,118,5,10.0,2,242,102.4
6279,185,78,1,7.0,1,192,386.82
6280,185,79,3,14.0,4,162,272.45
6281,185,39,1,,1,99,170.58
6282,185,22,4,8.0,1,90,182.58
6283,185,9,6,1.0,1,90,254.72
6284,185,10055,4,11.0,2,215,268.55
6285,185,4,5,11.0,1,86,118.68
6286,185,101,1,4.0,1,102,380.12
6287,185,120,3,,1,72,18.02
6288,185,10055,5,10.0,1,77,268.55
6289,185,49,6,14.0,3,133,217.79
6290,185,66,3,8.0,2,4,134.76
6291,185,32,4,1.0,3,14,360.05
6292,185,59,4,,3,19,149.07
6293,185,10055,2,6.0,1,147,268.55
6294,185,77,2,14.0,3,240,11.42
6295,185,68,1,15.0,1,19,31.95
6296,185,74,6,14.0,1,14,345.9
6297,185,36,5,,5,237,112.83
6298,185,37,3,13.0,1,92,374.33
6299,185,76,4,4.0,1,60,327.0
6300,185,85,5,10.0,1,187,173.66
6301,185,90,3,3.0,1,59,85.65
6302,185,14,4,1.0,2,210,354.1
6303,185,30,3,1.0,1,225,349.23
6304,185,8,3,13.0,4,150,268.73
6305,185,50,6,6.0,2,55,191.76
6306,186,92,1,10.0,2,123,69.54
6307,186,59,2,8.0,2,56,149.07
6308,186,112,3,12.0,4,234,89.33
6309,186,65,4,3.0,1,238,38.73
6310,186,102,6,14.0,3,90,332.57
6311,186,49,3,4.0,2,214,217.79
6312,186,111,4,7.0,2,142,299.51
6313,186,12,3,15.0,2,246,322.41
6314,186,74,2,15.0,1,196,345.9
6315,186,78,4,1.0,2,111,386.82
6316,186,47,5,8.0,1,224,279.24
6317,186,41,4,2.0,1,226,77.7
6318,186,50,2,7.0,2,179,191.76
6319,186,72,5,15.0,2,95,389.59
6320,186,51,3,14.0,2,152,384.39
6321,186,77,4,,2,241,11.42
6322,186,81,6,8.0,1,2,45.14
6323,186,30,5,5.0,2,170,349.23
6324,186,90,1,7.0,1,102,85.65
6325,186,75,2,3.0,4,155,45.02
6326,186,84,1,10.0,2,237,288.33
6327,186,7,1,2.0,1,201,255.0
6328,186,105,1,12.0,4,15,115.72
6329,186,42,4,2.0,1,217,186.13
6330,186,25,5,5.0,2,248,381.49
6331,186,80,6,3.0,2,243,351.06
6332,186,30,1,12.0,1,143,349.23
6333,186,84,2,5.0,2,171,288.33
6334,186,107,5,13.0,4,175,87.15
6335,186,114,6,14.0,2,104,392.33
6336,186,26,6,2.0,2,16,196.47
6337,186,34,5,11.0,1,228,4.86
6338,186,60,6,7.0,4,220,393.57
6339,186,47,3,2.0,3,156,279.24
6340,186,10,5,15.0,1,36,153.02
6341,186,28,1,7.0,1,211,195.42
6342,186,62,4,11.0,1,161,107.26
6343,187,25,4,2.0,1,177,381.49
6344,187,78,2,4.0,2,82,386.82
6345,187,79,5,14.0,3,119,272.45
6346,187,2,2,13.0,1,148,144.87
6347,187,92,5,11.0,2,46,69.54
6348,187,18,5,15.0,4,163,65.67
6349,187,104,4,3.0,2,98,194.87
6350,187,31,4,10.0,3,217,276.57
6351,187,42,2,6.0,2,48,186.13
6352,187,54,3,11.0,3,134,263.63
6353,187,10118,2,12.0,1,162,102.4
6354,187,91,6,9.0,1,29,177.83
6355,187,114,1,13.0,3,249,392.33
6356,187,6,4,10.0,1,182,342.42
6357,187,42,5,2.0,2,216,186.13
6358,187,90,3,11.0,1,201,85.65
6359,187,99,6,12.0,2,228,21.99
6360,187,62,5,10.0,1,14,107.26
6361,187,46,5,3.0,1,5,2.86
6362,187,35,4,8.0,2,44,362.36
6363,187,23,6,7.0,1,186,204.06
6364,187,19,2,5.0,1,19,153.88
6365,187,1,2,6.0,2,169,382.97
6366,187,73,4,4.0,2,185,352.8
6367,187,118,5,14.0,2,92,102.4
6368,187,110,5,6.0,4,18,4.35
6369,187,83,2,8.0,2,69,19.67
6370,187,10,1,4.0,2,101,153.02
6371,187,59,1,9.0,4,109,149.07
6372,187,46,4,8.0,1,221,2.86
6373,187,14,2,9.0,1,75,354.1
6374,187,21,2,13.0,2,4,307.9
6375,187,47,4,1.0,2,191,279.24
6376,187,90,2,3.0,4,161,85.65
6377,187,82,5,8.0,1,58,393.73
6378,187,108,2,1.0,4,228,167.48
6379,187,92,5,2.0,2,44,69.54
6380,187,30,6,6.0,2,196,349.23
6381,187,70,3,1.0,3,121,18.65
6382,187,9,5,1.0,1,141,254.72
6383,188,70,4,11.0,1,18,18.65
6384,188,92,2,12.0,1,111,69.54
6385,188,27,6,2.0,2,41,25.05
6386,188,94,3,2.0,2,176,323.01
6387,188,3,3,1.0,2,132,184.85
6388,188,39,6,5.0,1,182,170.58
6389,188,55,2,1.0,1,4,268.55
6390,188,2,4,4.0,1,83,144.87
6391,188,96,6,1.0,1,181,231.12
6392,188,86,3,15.0,3,210,266.03
6393,188,26,4,4.0,2,148,196.47
6394,188,56,5,9.0,1,8,269.33
6395,188,15,4,4.0,3,32,100.16
6396,188,116,4,14.0,1,143,74.33
6397,188,87,3,,2,53,267.42
6398,188,33,3,5.0,3,17,136.56
6399,188,50,1,5.0,4,149,191.76
6400,188,4,6,5.0,2,202,118.68
6401,188,71,1,12.0,2,168,273.46
6402,188,53,3,7.0,1,213,99.99
6403,188,67,1,5.0,2,25,177.85
6404,188,1,3,11.0,1,157,382.97
6405,188,53,5,12.0,4,107,99.99
6406,188,93,2,14.0,1,42,39.17
6407,188,48,2,12.0,2,42,77.58
6408,188,102,5,6.0,1,129,332.57
6409,188,25,4,11.0,2,78,381.49
6410,188,118,3,12.0,1,218,102.4
6411,188,64,4,6.0,2,192,254.43
6412,188,26,5,13.0,3,28,196.47
6413,188,118,3,14.0,1,84,102.4
6414,188,88,4,8.0,1,115,52.66
6415,188,71,5,1.0,2,57,273.46
6416,188,57,3,1.0,1,249,184.4
6417,189,103,5,9.0,4,2,105.16
6418,189,76,4,9.0,2,111,327.0
6419,189,114,3,3.0,1,46,392.33
6420,189,115,2,12.0,2,85,265.87
6421,189,99,3,6.0,4,153,21.99
6422,189,6,3,6.0,3,145,342.42
6423,189,42,4,10.0,1,219,186.13
6424,189,88,2,10.0,1,205,52.66
6425,189,3,6,6.0,2,120,184.85
6426,189,19,4,6.0,1,197,153.88
6427,189,14,1,1.0,3,141,354.1
6428,189,115,3,10.0,2,119,265.87
6429,189,5,1,11.0,3,238,282.42
6430,189,24,1,4.0,4,98,204.05
6431,189,77,4,15.0,2,132,11.42
6432,189,59,4,2.0,1,34,149.07
6433,189,82,5,10.0,2,159,393.73
6434,189,1,6,8.0,2,72,382.97
6435,189,14,6,4.0,1,188,354.1
6436,189,78,6,15.0,2,221,386.82
6437,189,17,4,15.0,2,238,198.42
6438,189,51,1,14.0,1,218,384.39
6439,189,67,6,9.0,1,226,177.85
6440,189,46,2,12.0,2,165,2.86
6441,189,72,5,9.0,4,167,389.59
6442,189,99,3,10.0,1,120,21.99
6443,189,32,1,15.0,1,146,360.05
6444,189,1,4,10.0,1,73,382.97
6445,189,79,6,5.0,2,201,272.45
6446,189,60,6,11.0,1,65,393.57
6447,189,40,3,1.0,3,116,162.24
6448,189,116,2,3.0,1,99,74.33
6449,189,119,3,4.0,2,77,399.96
6450,189,107,3,2.0,2,177,87.15
6451,189,120,6,6.0,1,149,18.02
6452,190,66,2,9.0,2,85,134.76
6453,190,82,6,12.0,4,14,393.73
6454,190,78,6,7.0,2,94,386.82
6455,190,41,4,4.0,2,237,77.7
6456,190,43,4,13.0,2,142,40.97
6457,190,62,5,14.0,1,56,107.26
6458,190,87,1,12.0,5,54,267.42
6459,190,57,6,13.0,1,176,184.4
6460,190,60,4,15.0,2,176,393.57
6461,190,25,3,11.0,2,161,381.49
6462,190,66,5,10.0,1,41,134.76
6463,190,26,6,6.0,1,73,196.47
6464,190,116,2,10.0,1,155,74.33
6465,190,10060,5,13.0,1,12,393.57
6466,190,29,1,3.0,2,239,264.58
6467,190,103,4,3.0,2,118,105.16
6468,190,89,6,13.0,1,31,228.5
6469,190,58,2,12.0,1,14,86.84
6470,190,10118,2,8.0,1,125,102.4
6471,190,55,5,1.0,1,150,268.55
6472,190,46,3,12.0,1,116,2.86
6473,190,6,2,,5,106,342.42
6474,190,33,1,5.0,1,68,136.56
6475,190,102,3,13.0,4,121,332.57
6476,190,15,2,10.0,2,64,100.16
6477,190,77,1,3.0,3,123,11.42
6478,190,97,1,6.0,2,8,99.11
6479,190,52,1,3.0,1,223,29.05
6480,190,70,6,12.0,1,162,18.65
6481,190,50,3,9.0,1,178,191.76
6482,190,86,1,6.0,1,95,266.03
6483,190,10096,3,1.0,1,33,231.12
6484,190,28,6,1.0,4,128,195.42
6485,190,99,5,11.0,2,80,21.99
6486,190,28,2,8.0,3,105,195.42
6487,190,25,5,1.0,3,68,381.49
6488,190,53,1,,2,46,99.99
6489,190,106,2,7.0,2,185,57.07
6490,190,105,2,7.0,2,228,115.72
6491,190,3,2,3.0,3,39,184.85
6492,190,57,3,11.0,1,6,184.4
6493,191,56,6,8.0,2,7,269.33
6494,191,9,3,3.0,3,10,254.72
6495,191,75,2,10.0,1,9,45.02
6496,191,77,4,15.0,2,30,11.42
6497,191,94,1,4.0,1,176,323.01
6498,191,88,2,11.0,1,219,52.66
6499,191,95,5,15.0,2,97,245.29
6500,191,79,2,14.0,2,87,272.45
6501,191,62,1,15.0,1,107,107.26
6502,191,8,5,3.0,1,131,268.73
6503,191,60,4,3.0,1,117,393.57
6504,191,41,3,6.0,2,126,77.7
6505,191,69,4,15.0,2,141,334.17
6506,191,8,4,3.0,4,178,268.73
6507,191,107,6,1.0,2,246,87.15
6508,191,22,4,9.0,1,14,182.58
6509,191,34,4,6.0,3,129,4.86
6510,191,18,6,8.0,2,105,65.67
6511,191,73,4,14.0,1,5,352.8
6512,191,114,3,12.0,2,161,392.33
6513,191,105,3,8.0,1,56,115.72
6514,191,60,6,8.0,2,141,393.57
6515,191,34,1,13.0,3,179,4.86
6516,191,35,4,8.0,2,118,362.36
6517,191,7,4,15.0,2,158,255.0
6518,191,78,4,3.0,2,140,386.82
6519,191,52,5,10.0,1,35,29.05
6520,192,19,4,2.0,2,182,153.88
6521,192,49,3,1.0,2,1,217.79
6522,192,111,4,9.0,1,242,299.51
6523,192,43,4,7.0,1,139,40.97
6524,192,102,2,14.0,2,247,332.57
6525,192,49,3,14.0,2,148,217.79
6526,192,82,1,10.0,2,135,393.73
6527,192,16,2,5.0,1,35,359.33
6528,192,47,2,11.0,2,176,279.24
6529,192,108,4,2.0,1,148,167.48
6530,192,79,5,9.0,2,6,272.45
6531,192,1,6,1.0,2,178,382.97
6532,192,93,6,14.0,2,230,39.17
6533,192,22,1,11.0,1,27,182.58
6534,192,8,4,1.0,2,73,268.73
6535,192,55,5,12.0,1,114,268.55
6536,192,58,6,15.0,2,76,86.84
6537,192,86,1,2.0,1,24,266.03
6538,192,107,5,1.0,1,174,87.15
6539,192,105,1,12.0,2,93,115.72
6540,192,23,1,3.0,1,90,204.06
6541,192,73,4,13.0,2,239,352.8
6542,192,91,6,1.0,2,21,177.83
6543,192,87,2,15.0,1,121,267.42
6544,192,80,5,11.0,1,118,351.06
6545,192,84,6,6.0,2,164,288.33
6546,192,77,4,14.0,1,192,11.42
6547,192,96,3,13.0,5,43,231.12
6548,192,50,6,10.0,1,196,191.76
6549,192,86,6,5.0,2,22,266.03
6550,192,15,3,4.0,1,113,100.16
6551,192,10096,6,2.0,1,231,231.12
6552,192,25,2,13.0,3,157,381.49
6553,192,112,4,13.0,2,193,89.33
6554,192,74,6,7.0,1,137,345.9
6555,192,87,4,1.0,1,215,267.42
6556,192,44,4,13.0,2,204,370.69
6557,192,77,6,6.0,2,134,11.42
6558,192,93,4,2.0,1,71,39.17
6559,192,79,1,4.0,1,245,272.45
6560,193,37,6,6.0,1,114,374.33
6561,193,43,1,10.0,1,143,40.97
6562,193,24,3,4.0,1,82,204.05
6563,193,57,6,2.0,1,231,184.4
6564,193,89,1,9.0,1,96,228.5
6565,193,111,1,5.0,2,106,299.51
6566,193,115,5,11.0,2,187,265.87
6567,193,29,2,6.0,1,212,264.58
6568,193,16,5,1.0,2,210,359.33
6569,193,93,6,5.0,2,178,39.17
6570,193,69,1,1.0,4,227,334.17
6571,193,85,4,6.0,1,158,173.66
6572,193,64,6,1.0,4,86,254.43
6573,193,38,5,14.0,3,148,323.38
6574,193,114,4,9.0,2,222,392.33
6575,193,79,2,14.0,1,195,272.45
6576,193,61,6,12.0,2,139,327.21
6577,193,40,4,,1,45,162.24
6578,193,120,4,8.0,2,185,18.02
6579,193,33,6,13.0,2,226,136.56
6580,193,34,4,3.0,1,128,4.86
6581,193,7,3,3.0,1,160,255.0
6582,193,24,4,14.0,2,110,204.05
6583,193,65,5,8.0,2,151,38.73
6584,193,68,4,6.0,5,76,31.95
6585,193,66,3,13.0,1,76,134.76
6586,193,31,3,,4,236,276.57
6587,193,18,6,12.0,2,55,65.67
6588,193,114,1,10.0,1,112,392.33
6589,193,59,3,2.0,1,179,149.07
6590,193,33,4,9.0,2,155,136.56
6591,193,20,3,9.0,1,74,344.59
6592,193,62,5,12.0,2,202,107.26
6593,193,53,1,2.0,2,93,99.99
6594,193,103,4,3.0,1,180,105.16
6595,193,112,1,13.0,3,120,89.33
6596,193,54,3,9.0,1,8,263.63
6597,193,10118,2,1.0,3,34,102.4
6598,194,58,6,4.0,2,64,86.84
6599,194,108,4,3.0,1,207,167.48
6600,194,84,6,8.0,3,18,288.33
6601,194,82,6,5.0,2,117,393.73
6602,194,46,4,2.0,3,205,2.86
6603,194,17,6,9.0,2,179,198.42
6604,194,70,2,8.0,1,139,18.65
6605,194,7,4,6.0,2,179,255.0
6606,194,45,5,6.0,3,132,193.58
6607,194,30,3,12.0,1,214,349.23
6608,194,67,1,14.0,1,142,177.85
6609,194,23,3,3.0,2,235,204.06
6610,194,91,5,10.0,2,11,177.83
6611,194,41,5,10.0,3,237,77.7
6612,194,68,3,9.0,2,228,31.95
6613,194,89,5,8.0,1,227,228.5
6614,194,20,1,11.0,1,57,344.59
6615,194,22,5,14.0,2,232,182.58
6616,194,102,6,3.0,2,54,332.57
6617,194,118,1,7.0,2,242,102.4
6618,194,56,3,8.0,1,238,269.33
6619,194,62,5,7.0,3,242,107.26
6620,194,85,3,3.0,2,136,173.66
6621,194,49,1,3.0,2,2,217.79
6622,194,117,4,4.0,2,213,132.08
6623,194,11,6,,1,47,274.48
6624,194,30,2,11.0,2,89,349.23
6625,194,97,6,8.0,2,63,99.11
6626,195,84,2,14.0,1,215,288.33
6627,195,83,6,1.0,2,66,19.67
6628,195,44,5,10.0,1,121,370.69
6629,195,10096,2,4.0,1,191,231.12
6630,195,106,2,6.0,2,209,57.07
6631,195,58,1,3.0,3,202,86.84
6632,195,98,6,6.0,1,88,89.1
6633,195,117,4,12.0,1,203,132.08
6634,195,29,5,15.0,2,235,264.58
6635,195,84,1,2.0,5,107,288.33
6636,195,72,5,2.0,2,93,389.59
6637,195,54,6,5.0,2,103,263.63
6638,195,59,2,14.0,3,202,149.07
6639,195,44,4,5.0,5,247,370.69
6640,195,66,6,5.0,4,192,134.76
6641,195,64,6,3.0,2,183,254.43
6642,195,109,1,3.0,1,73,378.53
6643,195,43,3,15.0,2,177,40.97
